timestamp,total_gas_consumption,peak_power,actual_consumption,total_consumption_day,total_consumption_night,actual_injection,total_injection_day,total_injection_night
240815233514,2702.727,11.744,.348,9303.297,8071.959,.000,2280.634,889.889
240815233515,2702.727,11.744,.351,9303.297,8071.960,.000,2280.634,889.889
240815233543,2702.727,11.744,.357,9303.297,8071.962,.000,2280.634,889.889
240815233544,2702.727,11.744,.357,9303.297,8071.962,.000,2280.634,889.889
240815233545,2702.727,11.744,.361,9303.297,8071.963,.000,2280.634,889.889
240815233613,2702.727,11.744,.358,9303.297,8071.965,.000,2280.634,889.889
240815233614,2702.727,11.744,.360,9303.297,8071.965,.000,2280.634,889.889
240815233615,2702.727,11.744,.359,9303.297,8071.966,.000,2280.634,889.889
240815233643,2702.727,11.744,.358,9303.297,8071.968,.000,2280.634,889.889
240815233644,2702.727,11.744,.360,9303.297,8071.968,.000,2280.634,889.889
240815233645,2702.727,11.744,.359,9303.297,8071.969,.000,2280.634,889.889
240815233713,2702.727,11.744,1.412,9303.297,8071.976,.000,2280.634,889.889
240815233714,2702.727,11.744,1.415,9303.297,8071.976,.000,2280.634,889.889
240815233715,2702.727,11.744,1.417,9303.297,8071.976,.000,2280.634,889.889
240815233743,2702.727,11.744,1.265,9303.297,8071.987,.000,2280.634,889.889
240815233744,2702.727,11.744,1.274,9303.297,8071.987,.000,2280.634,889.889
240815233745,2702.727,11.744,.638,9303.297,8071.988,.000,2280.634,889.889
240815233813,2702.727,11.744,.348,9303.297,8071.990,.000,2280.634,889.889
240815233814,2702.727,11.744,.350,9303.297,8071.991,.000,2280.634,889.889
240815233815,2702.727,11.744,.349,9303.297,8071.991,.000,2280.634,889.889
240815233843,2702.727,11.744,.348,9303.297,8071.993,.000,2280.634,889.889
240815233844,2702.727,11.744,.346,9303.297,8071.994,.000,2280.634,889.889
240815233845,2702.727,11.744,.347,9303.297,8071.994,.000,2280.634,889.889
240815233913,2702.727,11.744,.347,9303.297,8071.996,.000,2280.634,889.889
240815233914,2702.727,11.744,.348,9303.297,8071.996,.000,2280.634,889.889
240815233915,2702.727,11.744,.350,9303.297,8071.997,.000,2280.634,889.889
240815233943,2702.727,11.744,.348,9303.297,8071.999,.000,2280.634,889.889
240815233944,2702.727,11.744,.347,9303.297,8071.999,.000,2280.634,889.889
240815233945,2702.727,11.744,.349,9303.297,8071.999,.000,2280.634,889.889
240815234013,2702.727,11.744,.364,9303.297,8072.002,.000,2280.634,889.889
240815234014,2702.727,11.744,.363,9303.297,8072.002,.000,2280.634,889.889
240815234015,2702.727,11.744,.365,9303.297,8072.002,.000,2280.634,889.889
240815234044,2702.727,11.744,.364,9303.297,8072.005,.000,2280.634,889.889
240815234045,2702.727,11.744,.365,9303.297,8072.005,.000,2280.634,889.889
240815234114,2702.727,11.744,.346,9303.297,8072.008,.000,2280.634,889.889
240815234115,2702.727,11.744,.347,9303.297,8072.009,.000,2280.634,889.889
240815234116,2702.727,11.744,.347,9303.297,8072.009,.000,2280.634,889.889
240815234154,2702.727,11.744,.349,9303.297,8072.012,.000,2280.634,889.889
240815234155,2702.727,11.744,.348,9303.297,8072.012,.000,2280.634,889.889
240815234156,2702.727,11.744,.347,9303.297,8072.012,.000,2280.634,889.889
240815234224,2702.727,11.744,.242,9303.297,8072.014,.000,2280.634,889.889
240815234225,2702.727,11.744,.241,9303.297,8072.014,.000,2280.634,889.889
240815234226,2702.727,11.744,.240,9303.297,8072.014,.000,2280.634,889.889
240815234254,2702.727,11.744,.224,9303.297,8072.016,.000,2280.634,889.889
240815234255,2702.727,11.744,.224,9303.297,8072.016,.000,2280.634,889.889
240815234256,2702.727,11.744,.225,9303.297,8072.016,.000,2280.634,889.889
240815234324,2702.727,11.744,.241,9303.297,8072.018,.000,2280.634,889.889
240815234325,2702.727,11.744,.241,9303.297,8072.018,.000,2280.634,889.889
240815234326,2702.727,11.744,.242,9303.297,8072.018,.000,2280.634,889.889
240815234354,2702.727,11.744,.227,9303.297,8072.020,.000,2280.634,889.889
240815234355,2702.727,11.744,.227,9303.297,8072.020,.000,2280.634,889.889
240815234356,2702.727,11.744,.228,9303.297,8072.020,.000,2280.634,889.889
240815234424,2702.727,11.744,.232,9303.297,8072.022,.000,2280.634,889.889
240815234425,2702.727,11.744,.229,9303.297,8072.022,.000,2280.634,889.889
240815234426,2702.727,11.744,.228,9303.297,8072.022,.000,2280.634,889.889
240815234454,2702.727,11.744,.231,9303.297,8072.024,.000,2280.634,889.889
240815234455,2702.727,11.744,.228,9303.297,8072.024,.000,2280.634,889.889
240815234456,2702.727,11.744,.226,9303.297,8072.024,.000,2280.634,889.889
240815234524,2702.727,11.744,.224,9303.297,8072.026,.000,2280.634,889.889
240815234525,2702.727,11.744,.226,9303.297,8072.026,.000,2280.634,889.889
240815234526,2702.727,11.744,.227,9303.297,8072.026,.000,2280.634,889.889
240815234554,2702.727,11.744,.225,9303.297,8072.028,.000,2280.634,889.889
240815234555,2702.727,11.744,.225,9303.297,8072.028,.000,2280.634,889.889
240815234556,2702.727,11.744,.226,9303.297,8072.028,.000,2280.634,889.889
240815234624,2702.727,11.744,.224,9303.297,8072.030,.000,2280.634,889.889
240815234625,2702.727,11.744,.224,9303.297,8072.030,.000,2280.634,889.889
240815234626,2702.727,11.744,.223,9303.297,8072.030,.000,2280.634,889.889
240815234654,2702.727,11.744,.226,9303.297,8072.031,.000,2280.634,889.889
240815234655,2702.727,11.744,.224,9303.297,8072.031,.000,2280.634,889.889
240815234656,2702.727,11.744,.224,9303.297,8072.032,.000,2280.634,889.889
240815234724,2702.727,11.744,.226,9303.297,8072.033,.000,2280.634,889.889
240815234725,2702.727,11.744,.222,9303.297,8072.033,.000,2280.634,889.889
240815234726,2702.727,11.744,.224,9303.297,8072.033,.000,2280.634,889.889
240815234754,2702.727,11.744,.225,9303.297,8072.035,.000,2280.634,889.889
240815234755,2702.727,11.744,.224,9303.297,8072.035,.000,2280.634,889.889
240815234756,2702.727,11.744,.225,9303.297,8072.035,.000,2280.634,889.889
240815234825,2702.727,11.744,.223,9303.297,8072.037,.000,2280.634,889.889
240815234826,2702.727,11.744,.224,9303.297,8072.037,.000,2280.634,889.889
240815234855,2702.727,11.744,.224,9303.297,8072.039,.000,2280.634,889.889
240815234856,2702.727,11.744,.225,9303.297,8072.039,.000,2280.634,889.889
240815234857,2702.727,11.744,.224,9303.297,8072.039,.000,2280.634,889.889
240815234935,2702.727,11.744,.225,9303.297,8072.042,.000,2280.634,889.889
240815234936,2702.727,11.744,.222,9303.297,8072.042,.000,2280.634,889.889
240815234937,2702.727,11.744,.222,9303.297,8072.042,.000,2280.634,889.889
